name,description,logo,product_types,sectors,city,website,hashtags,total_funding
FittingBox,Solutions de miroirs virtuels en ligne de réalité augmentée pour l'industrie de la vue,https://upload.prd.hbd.cloud.bpifrance.fr/da7d7d09-c1d6-436c-8044-b9a4d3f32823,"['Software', 'Conception / R&D', 'Computer Vision', 'Deeptech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', 'Smart Industry', 'Technologie 3D', 'B2B', '', '', '']","['Software', 'Conception / R&D', 'Computer Vision', 'Deeptech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', 'Smart Industry', 'Technologie 3D', 'B2B', '', '', '']",,http://www.fittingbox.com/,[],
TCHEK,Providing the integrated vehicle inspection solution to increase the quality and quantity of collected damage,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/b7786961bfdb5301228dad555fed2328,"['Software', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', '', '', '', '', '', '', '']","['Software', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', '', '', '', '', '', '', '']",,,[],
Request Finance,La solution de financement tout-en-un conçue pour les champions du Web3,https://upload.prd.hbd.cloud.bpifrance.fr/b2018e9c-5198-4463-8b53-063617bb6ffa,"['Software', 'Finance', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Blockchain', 'Fin Tech', '', '']","['Software', 'Finance', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Blockchain', 'Fin Tech', '', '']",,http://request.finance/,[],
WeTradeLocal.io,Un système de gestion de l'offre qui répond aux besoins d'approvisionnement mondiaux,https://upload.prd.hbd.cloud.bpifrance.fr/6a042fe5-ac0c-4b76-96ae-fef3a74fca65,"['Software', 'Alimentaire', 'Energie / Utilities', 'Food Tech / Agritech', 'B2B', '']","['Software', 'Alimentaire', 'Energie / Utilities', 'Food Tech / Agritech', 'B2B', '']",,https://wetradelocal.io/,[],
Betterway,The card that simplifies the mobility of employees,https://upload.prd.hbd.cloud.bpifrance.fr/02892c72-a8e6-4d46-a5ab-d2f5163ae817,"['Finance', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', '', '', '', '', '', '', '']","['Finance', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', '', '', '', '', '', '', '']",,,[],
Hari & Co,"HARi&CO est une entreprise à impact qui milite en faveur d’une alimentation raisonnée et d’une filière agricole vertueuse. Notre mission est d’engager une révolution de notre alimentation : plus saine, plus durable et donc plus végétale. Pour amener les gens vers une alimentation plus végétale, notre solution : les légumineuses ! Ces légumineuses nous les cuisinons en galettes, en boulettes et en nuggets pour que ce soit le vrai apport en protéines du repas.",https://upload.prd.hbd.cloud.bpifrance.fr/811ff39d-b19a-42f2-bcb1-9df6138d6050,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,http://www.hari-co.fr/,[],
SANTECH,"Santech pense, conçoit et développe des solutions numériques innovantes dédiées à la prévention et au bien vieillir, pour que chacun soit acteur de sa bonne santé.",https://upload.prd.hbd.cloud.bpifrance.fr/ca3af1f4-0583-484b-9468-b722d1842044.png,"['Software', 'Santé', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']","['Software', 'Santé', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']",,,"['#santech', '#healthways', '#e-santé']",
Aster,Offre un outil d'assistant intelligent pour une meilleure gestion du temps et une meilleure communication,https://upload.prd.hbd.cloud.bpifrance.fr/b131c680-482c-41d9-a1c7-3087a00fd2a3,"['Software', 'Ressources Humaines', '', '', '', '', '']","['Software', 'Ressources Humaines', '', '', '', '', '']",,https://asterapp.co/,[],
Unlatch,Permet aux promoteurs immobiliers et aux courtiers immobiliers de numériser et de standardiser leur processus de vente immobilière en VEFA,https://upload.prd.hbd.cloud.bpifrance.fr/054a1abd-b718-4870-aabb-9c0be3538f69,"['Software', '', '', '', '', '']","['Software', '', '', '', '', '']",,https://www.getunlatch.com/,[],
My Job Glasses,My Job Glasses revolutionizes the orientation and recruiting young people by connecting students and professionals,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/218640c8-3006-418b-a1e7-6d1af088a550,"['Software', 'Ressources Humaines', 'RHtech', '', '', '', '', '', '']","['Software', 'Ressources Humaines', 'RHtech', '', '', '', '', '', '']",,,[],
Wildsense,Protect your forest against climate change,https://upload.prd.hbd.cloud.bpifrance.fr/4c7a1777-ad67-453a-b18f-1bd68bb60509,"['B2B', 'Paris']","['B2B', 'Paris']",Paris,http://wildsense.co/,[],
SUBLIME SKINZ,Sublime crée et offre aux annonceurs et aux éditeurs des solutions performantes et déclinables à grande échelle sur le digital.,https://upload.prd.hbd.cloud.bpifrance.fr/35e6a5e3-39bd-4709-a860-d4e7e6e0a80f.jpeg,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,http://sublimeskinz.com/,"['#Advertising', '#Advertising Platforms', '#data', '#mobile', '#video']",
Federation Entertainment,Groupe indépendant rassemblant des studios de cinéma et d’audiovisuel dirigés par des entrepreneurs. Federation Entertainment a notamment produit ou coproduit des succès tels que Le Bureau des Légendes et En Thérapie.,https://upload.prd.hbd.cloud.bpifrance.fr/9d3571af-ff2f-435c-86dc-6e5ac83220cd,"['', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '']",,http://fedent.com/,[],
OLYGOSE,"Olygose est une société de recherche, élaboration, conception , fabrication, achat, conditionnement, vente et distribution de produits et de compléments à finalité alimentaire et/ou thérapeutique.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rJ77ISihG.png,"['Physique / Hardware', 'Agriculture', 'Alimentaire', '', '', '', '', '']","['Physique / Hardware', 'Agriculture', 'Alimentaire', '', '', '', '', '']",,http://www.olygose.com/,['#Food Processing'],
Spareka,"Spareka permet aux citoyens de réparer eux-mêmes leurs appareils de la maison pour réduire leur impact environnemental tout en économisant. Comment ? En développant des outils pédagogiques gratuits, comme des tutos, des diagnostics de pannes interactifs ou une solution d'aide à la réparation en visio, pour faciliter l'allongement de la durée de vie de l'appareil.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d2c1ef8a-64cd-4142-ac87-a1e12d1fad53,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://www.spareka.fr/,[],
IMPACTVEST LTD,Redefining impact investing through innovation and technology,https://upload.prd.hbd.cloud.bpifrance.fr/a01d6089-bf4a-447c-9818-1761a3a2ced1,"['Finance', 'Finance / Administration', 'Blockchain', 'Fin Tech', 'B2B', '']","['Finance', 'Finance / Administration', 'Blockchain', 'Fin Tech', 'B2B', '']",,https://www.impactvest.group/,[],
Ecosystem Restoration Standard,"A new carbon standard designed to measure and verify impacts on climate, biodiversity, and livelihoods",https://upload.prd.hbd.cloud.bpifrance.fr/98eda35a-2239-4554-9910-fb8e4a299a47,"['Software', 'Energie / Utilities', '', '']","['Software', 'Energie / Utilities', '', '']",,https://ers.org/,[],
Climpact-Metnext,Outils et services opérationnels pour mesurer les impacts météorologiques sur l'activité économique,https://upload.prd.hbd.cloud.bpifrance.fr/918517fb-107a-4532-bcd2-5ac7723de4df,"['Finance', 'Finance / Administration', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '']",,http://climpact-metnext.com/,[],
Numalis,Numalis est une société d’édition de logiciels qui fournit des outils et services pour aider à la conception et à la validation de systèmes d’intelligences artificielles.,https://upload.prd.hbd.cloud.bpifrance.fr/4ed0ba54-d33b-4a0b-9b66-cf5a3e2e8fe0,"['', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '']",,https://numalis.com/,[],
ZEPLUG,Proposer des solutions de recharge pour véhicules électriques et hybrides,https://upload.prd.hbd.cloud.bpifrance.fr/5101cb0e-279a-4f0a-89fd-377d76b4f2eb,"['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']",,https://www.zeplug.com/,[],
SKYTECH SLP,"entreprise qui propose une gamme de plastiques régénérés rABS, rPS & rPP premium répondant aux exigences de tous types d'industries.",https://upload.prd.hbd.cloud.bpifrance.fr/8a275907-1afb-45c9-afb8-79b5d1d23276,"['Île-De-France', '', '']","['Île-De-France', '', '']",,https://skytechslp.com/,[],
BTU protocol,"BTU Protocol accompagne les entreprises dans leur développement digital afin de maximiser leur revenus et d’ouvrir de nouveaux canaux de distribution. 
Grâce à son modèle économique basé sur le crypto-actif “BTU”, BTU Protocol prend 0 pour-cent de commission sur les réservations effectuées. 
BTU permet aux entreprises utilisatrices de se mettre en relation avec leurs clients en diminuant le nombre d’intermédiaires pour récupérer davantage de marge.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/3d34d9da-9200-4555-9980-92042040bd0e,"['Software', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '']",,https://www.btu-protocol.com/,[],
Sparus Software,"Sparus Software conçoit, développe et commercialise EveryWAN Mobility Manager, une suite logicielle innovante.",https://upload.prd.hbd.cloud.bpifrance.fr/4e340c41-c338-486b-8e2e-73349464bb78,"['Software', 'B2B', '', '', '']","['Software', 'B2B', '', '', '']",,http://sparus-software.com/,[],
Altaroad,Développer une plateforme industrielle IoT pour les infrastructures afin d'optimiser le transport et la logistique,https://upload.prd.hbd.cloud.bpifrance.fr/a7ddb605-bb7c-4669-86b6-a917e200648c,"['Software', '', '', '', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '', '', '', '']",,https://www.altaroad.com/,[],
UNISTELLAR,"Unistellar ambitionne de donner à tous un accès au ciel. L’eVscope est un télescope unique au monde, 100 fois plus puissant qu’un télescope standard, rendant accessibles des objets célestes jusque-là invisibles. il est également compact, simple à utiliser et permet de participer à des campagnes d’observations scientifiques.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/c81dd4504b0f783ade32b957dc94474d,"['Physique / Hardware', 'Deeptech', 'IoT / Electronique', '', '', '', '', '', '', '']","['Physique / Hardware', 'Deeptech', 'IoT / Electronique', '', '', '', '', '', '', '']",,https://unistellaroptics.com/,[],
Bluekiwi Software,"Développe des logiciels sociaux d'entreprise pour les sociétés financières, les agences de haute technologie et les services professionnels",https://upload.prd.hbd.cloud.bpifrance.fr/a3e244c4-dd66-4725-8268-10bc3d4586b9,"['Finance', 'Finance / Administration', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '']",,http://bluekiwi.fr/,[],
INTEMPORA,"Intempora a pour mission de développer et d'éditer des solutions logicielles multicapteurs afin de répondre à ces besoins difficiles. RTMaps - Logiciel de prototypage avancé en temps réel, multicapteurs et avancé -, une structure modulaire multithread pour les applications multicapteurs en temps réel est la réponse Intempora.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rJYfPYevM.png,"['Sports', 'Marketing / Communication', '', '', '', '', '', '', '', '']","['Sports', 'Marketing / Communication', '', '', '', '', '', '', '', '']",,https://intempora.com/,"['#Robotics', '#Autonomous Vehicles', '#Software', '#data']",
Algo Paint,"Découvrez notre peinture à base d'algues. Une peinture naturelle, écologique et saine conçue par Algo pour vos travaux de peinture professionnels ou personnels.",https://upload.prd.hbd.cloud.bpifrance.fr/654ddb04-f017-41d1-bb92-4da760adca9e,"['Physique / Hardware', '', '', '', '', '', '']","['Physique / Hardware', '', '', '', '', '', '']",,https://www.peinture-algo.fr/,[],
PONGO,Un programme de fidélité intelligent que les commerçants utilisent pour augmenter leur fréquence de visites,https://upload.prd.hbd.cloud.bpifrance.fr/d368b5e5-ed80-4053-ae47-0828283860e5,"['Software', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '']","['Software', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '']",,https://www.heypongo.com/,[],
Vectalys,Vectalys aide les scientifiques à comprendre les mécanismes cellulaires et moléculaires afin de découvrir de nouveaux médicaments et thérapies,https://upload.prd.hbd.cloud.bpifrance.fr/61ced957-aef1-4fdf-a47b-ead99955e8ae,"['Physique / Hardware', 'Santé', '', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '', '']",,http://vectalys.com/,[],
ENERBEE,"Issue de recherches de haut niveau en génération d’énergie, Enerbee fournit des solutions de génération, de récupération et de gestion intelligente d’énergie. Nous accompagnons nos clients au cœur de l’Internet des objets (IoT) grâce à notre technologie unique sans batterie au service du tout connecté autonome. Notre technologie délivre de 1 à 10 milliwatts qui, mis à disposition de milliards d’objets connectés représentent des gisements d’économie d’énergie.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B1PQQcz9z.jpg%3Foh%3Dd3db26c067e80f6aa062c0c331cd74e5%26oe%3D5B22A886,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,,"['#Energy', '#Consumer Electronics', '#industry']",
StickyADS.tv,Échanges d'éditeurs premium pour la publicité vidéo et télévisée,https://upload.prd.hbd.cloud.bpifrance.fr/3018dd53-4a69-4580-9cf6-a1b5de5b78cd,"['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'Île-De-France', '', '']","['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'Île-De-France', '', '']",,http://stickyads.tv/,[],
Kemiwatt,Develops an innovative technology of redox flow batteries for the world market of stationary energy storage,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4df7a9b3-e6f9-4e03-bff4-b088fda0c4fc,"['Physique / Hardware', '', '', '', '', '', '', '']","['Physique / Hardware', '', '', '', '', '', '', '']",,,[],
I-Sep,Auto-transfusion and the Patient Blood Management,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b8376b26-c4f7-4b01-aadf-7550912d574e,"['Santé', 'Deeptech', 'Health Tech / Medtech', '', '', '', '', '', '']","['Santé', 'Deeptech', 'Health Tech / Medtech', '', '', '', '', '', '']",,,[],
COZYNERGY,"Cozynergy, spécialiste des travaux de rénovation énergétique de l'habitat",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/Hy_NsTEof.jpg,"['Energie / Utilities', 'Immobilier', 'B2B', 'B2C', '', '', '', '']","['Energie / Utilities', 'Immobilier', 'B2B', 'B2C', '', '', '', '']",,,"['#énergie', '#domotique']",
Pathway,"Plate-forme pour extraire la valeur des données des actifs en mouvement en temps réel Repérez les anomalies, prédisez, optimisez et réagissez aux changements de transport et de chaîne d'approvisionnement plus rapidement que jamais.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d941fea0-754c-4a48-b26c-a96608d4989f,"['Software', 'Transport / Logistique', '', '', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '', '', '']",,https://pathway.com/,[],
JASTEC France,Lead in image recognition,https://upload.prd.hbd.cloud.bpifrance.fr/b1409ff1-449e-44c5-9dba-992455254bb3,"['Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Computer Vision', 'IA / Big Data', 'B2B', '', '', '']","['Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Computer Vision', 'IA / Big Data', 'B2B', '', '', '']",,http://jastec.fr/,[],
Lokki,A software tool for equipment rental companies,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2a9dc180-3e54-42c2-a12e-53f11a42ff69,"['Software', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'B2B', '', '', '']","['Software', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'B2B', '', '', '']",,https://www.getlokki.com/,[],
MONEYTRACK,"MoneyTrack est une plate-forme de paiement blockchain permettant de contrôler le bon usage de l'argent, avec un large champ d'applications: remboursement de l'assurance, crédit à la consommation ...",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e77cd6af-9b64-494f-8c08-e9f6c88e8f1e,"['Finance', 'Finance / Administration', '', '', '', '', '', '', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '', '', '', '', '', '', '']",,https://moneytrack.io/,[],
