nom,description,logo,Date dernier financement,Série,LinkedIn,Type d'organisme,SIREN,Activité principale,market,valeur_entreprise,mots_cles_def,Effectif_def,site_web_def,adresse_def,date_creation_def,Nom,Prenom,Poste,Montant_def
ignition program,Ignition Program | Recruitment and accelerator of startups and talents,https://storage.googleapis.com/dealroom-images-production/9e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNC84ZDdiZTMyMjAwZjg4ZjkyYjdjYmRhZTg2MzJmYjYyYw==.png,,,,,Non disponible,,B2B,,"jobs recruitment, subscription",200 à 499 salariés,,"Paris, France",,,,,
ijenko (mobigard),IJENKO is helping Energy Service Providers and their customers to develop a new participative and collective engagement towards smart home,https://storage.googleapis.com/dealroom-images-production/1e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wMi8yMS83MWYxNWNkMTZkYjM1ODcyZTA4YWRlYjkzYThmMmRjNw==.png,,,,,Non disponible,,B2C,€10—16m,"big data, commission, energy, energy efficiency, iot internetofthings, saas",,,"Boulogne-Billancourt, France",,,,,2600000.0
ijlink,"Service de recrutement et d'aide à l'emploi dans le domaine médical, social et paramédical",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-ijl-transparent_3.png,,,,,Non disponible,,,,offres emploi,,https://ijlink.fr/?utm_source=LesPepitesTech.com,"4 Rue Jules Verne, 57350 Forbach",,,,,
ikast.io,The most secure and fair premium video rewarding ecosystem,https://storage.googleapis.com/dealroom-images-production/55/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMi83NzFiYjNjOTc2MjJhMmUzMjMxNjY2MzVhNzU2ZTUyMw==.png,,,,,Non disponible,,B2B,,"blockchain, media",3 à 5 salariés,,"Boulogne-Billancourt, France",,,,,
ikimo9,House and apartment buying service,https://storage.googleapis.com/dealroom-images-production/3e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC81YTRlMzg1NzMzNzE5Njc5Mzk2OTUwZWJiNjU1OGE5Nw==.png,,,,,Non disponible,,B2C,€1—2m,"commission, marketplace & ecommerce, real estate",3 à 5 salariés,,"La Ciotat, France",,,,,523000.0
iko system,Automates business development,https://storage.googleapis.com/dealroom-images-production/79/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8xOS9mYmVhOTYwMjIwMTU5NmEzZGE0ZTg5ZDA4ZjhmYTBlYw==.png,,,,,Non disponible,,B2B,€10—15m,"artificial intelligence, big data, deep tech, enterprise software, machine learning, saas, subscription",3 à 5 salariés,,"Paris, France",,,,,3100000.0
illicoveto,"1ère plateforme de conseils vétérinaires en France mettant en relation les propriétaires d’animaux de compagnie avec des vétérinaires par email, téléphone ou visio.",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_illicoveto_0.jpg,,,,,Non disponible,,,,animaux de compagnie,,http://www.illicoveto.com/?utm_source=LesPepitesTech.com,"6 Place de la Gare, 08000 Charleville-Mézières",,,,,
illuin technology,"Designs, develops and industrializes innovative tech solutions",https://storage.googleapis.com/dealroom-images-production/02/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi85ZjljZmQ3NjQyMzlhZGVjNzUyYjA1NjUzM2VmZjk4Ng==.png,,,,,Non disponible,,B2B,,"augmented reality, commission, enterprise software, machine learning, mobile app, natural language processing, saas, virtual reality",50 à 99 salariés,,"Neuilly-sur-Seine, France",,,,,
ilokyou,,https://storage.googleapis.com/dealroom-images-production/cd/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xNi84MzlmZGIyMjlhMmEyYjViZWExZDNhMDYzNDU1ODNhNA==.png,,,,,Non disponible,,B2C,,sports,20 à 49 salariés,,"Nantes, France",,,,,
imagin'office,A new generation of tailor-made offices and opt for flexibility,https://storage.googleapis.com/dealroom-images-production/53/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMi85MTVmYTk1NTJhNDZlZGJjZTZmN2U1YmE5ODc0Y2E5Zg==.png,,,,,Non disponible,,B2B,,"commission, marketplace & ecommerce, real estate, workspaces",20 à 49 salariés,,"Paris, France",2019-01-01,,,,
imagine data,Transformer les données en décisions,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/si2.jpg,,,,,Non disponible,,,,data analysis,,https://imagine-data.io/?utm_source=LesPepitesTech.com,"5 Parv. Alan Turing, 75013 Paris",,,,,
imagine eyes,"Imagin Eyes | Adaptive optics, adapted to eye care",https://storage.googleapis.com/dealroom-images-production/0c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS84ZGU5MWJjMTAxYjMwY2I2OGE4ZDExNzBjZWI0ODIyNw==.png,,,,,Non disponible,,B2B,,"health, manufacturing, medical devices",20 à 49 salariés,,"Orsay, France",,,,,50000.0
imagine legal design,Le droit peut vous donner le sourire : vivez enfin une expérience positive avec Imagine !,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/imagine-02a_0.png,,,,,Non disponible,,,,design,,http://www.imagine.legal/?utm_source=LesPepitesTech.com,"4 Rue Brûlée, Strasbourg",,,,,
imagine optic,A leading provider wavefront analysis and adaptive optics products & solutions for lasers and microscopy,https://storage.googleapis.com/dealroom-images-production/1d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC82MjE5YTMyNzM1ODY0MzFhZjUwODZjNzJlMTU4NWE5Ng==.png,,,,,Non disponible,,B2B,,"deep tech, iot internetofthings, manufacturing, recognition technology, semiconductors, space",50 à 99 salariés,,"Orsay, France",1996-01-01,,,,978000.0
imcheck therapeutics,Designing and developing a new generation of immunotherapy antibodies,https://storage.googleapis.com/dealroom-images-production/14/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS9lM2Y3NTcwNGU5OTNmODI5MzQ5MTY5ZWM0MGU3M2FmMw==.png,,,,,Non disponible,,B2B,€384—576m,"biotechnology, commission, health, manufacturing",50 à 99 salariés,,"Marseille, France",,,,,193000000.0
imfusio,"Designers of global, measurable and sustainable transformations, Imfusio provides its clients with a platform of experts and tools to (re)invent their organization of today and tomorrow",https://storage.googleapis.com/dealroom-images-production/55/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yOC8wZDkwZDZmMTdlODBjOWY4ZDc3MmI0ZTBjNjNhNTdlYQ==.png,,,,,Non disponible,,,,jobs recruitment,20 à 49 salariés,,France,2005-01-01,,,,
immersiv.io,The future of watching live events - On site & At home,https://storage.googleapis.com/dealroom-images-production/19/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMi85MTViNDg4ZmZiNTBhODJkNjJjZDI3NzA3ZjNiYjdkZQ==.png,,,,,Non disponible,,B2B,,"artificial intelligence, computer vision, deep learning, machine learning, media, mobile app, saas, sport league & club, sport media, sport platform & application, sports",20 à 49 salariés,,"Paris, France",,,,,
immoinov.fr,"(Re)prenez le contrôle ! Et si le meilleur agent immobilier, c'était vous ?",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_controle_hd.png,,,,,Non disponible,,,,visite virtuelle 360,,http://www.immoinov.fr/?utm_source=LesPepitesTech.com,"30 Avenue du Docteur Paul Pompidor, Narbonne",,,,,
immoneos,"Conçu par des expats pour des expats, Immoneos est la première communauté de confiance pour développer en direct son immobilier locatif depuis l’étranger.",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/immoneos_logo_v3.png,,,,,Non disponible,,,,communauté,,http://www.immoneos.fr/?utm_source=LesPepitesTech.com,"35b Pagoda Street, Singapour",,,,,
immortal game,Introduces a new layer of strategy to playing chess,https://storage.googleapis.com/dealroom-images-production/4a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9mN2IyMmZhYjc3MDEwYzlhMTM5Mzc2Zjg4OWFhNGY2Mw==.png,,,,,Non disponible,,B2C,€44—65m,"blockchain, board games, commission, gaming, marketplace & ecommerce, mobile app",20 à 49 salariés,,"Paris, France",,,,,14400000.0
immusmols (traded explicyte immuno-oncology),Developer of small molecule antibodies,https://storage.googleapis.com/dealroom-images-production/07/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8xMDc2Njc0Y2Y5MjNlY2M5OTA0NmExYzc2MjQ1YjE0YQ==.png,,,,,Non disponible,,B2B,,"deep tech, health, manufacturing",3 à 5 salariés,,"Bordeaux, France",2012-01-01,,,,310000.0
impact track,,https://storage.googleapis.com/dealroom-images-production/40/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMy85YTVkNjgyMzIyMWUxMmExODRlOGEwZGE1YTQyZjM2NA==.png,,,,,Non disponible,,B2B,,"saas, transportation",20 à 49 salariés,,"Nantes, France",2018-01-01,,,,
impactified,"Impactified est une boite a outils pour entrepreneurs desireux de booster leur entreprise a travers le self-coaching. Des videos, des outils, des articles axes entrepreneuriat et business, que demander de plus ? Commencez gratuitement !",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_toolbox_v2_xl-size.png,,,,,Non disponible,,,,business,,https://www.impactified.com/?utm_source=LesPepitesTech.com,Hong Kong,,,,,
impactvest,Redefining impact investing through innovation and technology,https://storage.googleapis.com/dealroom-images-production/8e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8zMS80MTkyZGYwMTk4MGNmMDc3MTEzYzUwMWU4M2ZjYzMyNQ==.png,,,,,Non disponible,,B2B,,"blockchain, commission, fintech",20 à 49 salariés,,"Paris, France",,,,,6000000.0
impulse partners,Impulse Partners | Strategy Consulting & Startup Incubator,https://storage.googleapis.com/dealroom-images-production/73/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi82OGYxMTdmNmZiMThkNmU3OWUxZWQxMTNlZGRkOTQzZQ==.png,,,,,Non disponible,,,€12—18m,real estate,20 à 49 salariés,,"Paris, France",2011-01-01,,,,3000000.0
imusic school,Online music lessons with musicians and experts,https://storage.googleapis.com/dealroom-images-production/d6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC83ZGRlYTA3NWRmZjY3N2FmZmFlYTJjNzgwMzYwNDMzMA==.png,,,,,Non disponible,,B2C,€8—11m,"education, marketplace & ecommerce, music",20 à 49 salariés,,"Bastia, France",2007-01-01,,,,1900000.0
in extenso,Professional services firm specializing in financial and legal requirements for international corporations in France,https://storage.googleapis.com/dealroom-images-production/55/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOC8xMS8yMC9hNGM5MzljYmFjYjcwY2YzZDUwMmI1ZWU2MTdjNjMyMw==.jpg,,,,,Non disponible,,,,legal,1000 à 1999 salariés,,"Lyon, France",1991-01-01,,,,
in haircare,Offering natural products entirely dedicated to hair care,https://storage.googleapis.com/dealroom-images-production/f9/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xMy80YWI2YjJhY2M5MTA1NzVjMmU0OGYxZmIwNzViYzdlNg==.png,,,,,Non disponible,,B2C,,"manufacturing, selling own inventory, wellness beauty",20 à 49 salariés,,"Paris, France",2016-01-01,,,,
in sun we trust,Photovoltaic system installation and pre-installation solutions,https://storage.googleapis.com/dealroom-images-production/3b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMy8wNThlMzYzZjJkY2FiMGU3NjQ4MDUxN2VmYzZjZjllOA==.png,,,,,Non disponible,,B2C,€69—103m,"clean energy, commission, energy, energy efficiency, marketplace & ecommerce, saas",20 à 49 salariés,,"Saint-Mandé, France",2014-01-01,,,,17100000.0
inbound intelligence solution,"With niiwaa you can: - watch your entire ecosystem - get relevant tenders related to your business - receive qualified weaksignals You query her in your languge, she takes into account all languages included in your subscription. You customize her on relevant lists such as your customers, your prospects, targeted territories.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/713c18a2-7240-449e-ad96-445bd71d0e8a1,,,,,Non disponible,,,,"artificial intelligence, surveillance, tendances, multilingue, personnalisation, growth & investment, data management & crm",,https://vivatechnology.com/partners/www.niiwaa.com,ANNECY,,,,,
inbrain pharma,Innovative solutions against neurodegenerative diseases,https://storage.googleapis.com/dealroom-images-production/5d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8zMS9mZWFkZDViODk5N2UzMmE4NjcxNjg3ODEzYmFkMWUwOA==.png,,,,,Non disponible,,B2B,€4—6m,"deep tech, health, manufacturing",3 à 5 salariés,,"Loos, France",,,,,1000000.0
inch.fr,"Inch aims to improve the relationship between property managers, suppliers and residents",https://storage.googleapis.com/dealroom-images-production/fd/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMi81ZjcwN2I4MDhiYTE0MjVmYWNiZTQ4NmU2OGQ4NzM1ZA==.png,,,,,Non disponible,,B2B,,"real estate, real estate software, saas",20 à 49 salariés,,"Paris, France",2014-01-01,,,,
inclusive brains,,https://storage.googleapis.com/dealroom-images-production/d5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8zMS9lOWJmNjQ0Y2RkMDA4Njk0NjU0NjEwNzIzZWRlYzhiNA==.png,,,,,Non disponible,,B2B,,"commission, deep tech, health, manufacturing, medical devices",3 à 5 salariés,,"Marseille, France",2022-01-01,,,,
inclusivity solutions,"Inclusivity Solutions is an embedded insurance Insurtech and one of the globally recognised “Inclusive Fintech 50”. Through our Open API based digital insurance platform combined with specialist insurance expertise, we seamlessly weave insurance into trusted products and services, making appropriate and affordable insurance accessible to emerging consumers at their fingertips. By doing so, we safeguard lives, health and businesses of consumers whilst simultaneously offering our distribution partners the opportunity to attract new customers, retain existing customers and drive new revenue streams. We have launched digital insurance initiatives across 8 African countries and counting. We have around 3 million customers on our platform. We have partnered with some of the biggest brands on the continent- MNOs like Orange, Airtel, MTN, Safaricom, banks like FNB, Stanbic, Equity Bank and digital native fintechs like MFS Africa, MPost, Instafinance etc.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/14fe1e01-eb5d-4781-9543-22ca30451ce51,,,,,Non disponible,,,,"fintech, insurance & legal, insurtech, api, inclusivity, emergingmarkets, growth & investment",,https://inclusivitysolutions.com/,CAPE TOWN,,,,,
incomedia srl,"WebSite X5 is the leading software for creating websites, blogs, and online stores. With its intuitive interface and advanced features, WebSite X5 empowers users to build professional websites without any programming knowledge. It offers a wide range of customizable templates, integrated e-commerce tools, and multilingual support. With cutting-edge technology, including Artificial Intelligence for text generation, WebSite X5 makes digital content creation accessible and efficient for over 1.5 million users worldwide",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4d77d4d0-51de-465d-990c-439c50a32c891,,,,,Non disponible,,,,"entertainment & creators economy, webdesign, ecommerce, ia, nocode, education, retail & e-commerce",,https://www.websitex5.com/,IVREA,,,,,
incwo,"Provides a software that creates quotes, invoices, delivery notes, manage purchasing, inventory and control everything of business",https://storage.googleapis.com/dealroom-images-production/d2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNS9kZDU1OGFiZjRmNTBhN2I2MTg1MGNkMDE5Y2IyODZjNg==.png,,,,,Non disponible,,B2B,,"artificial intelligence, deep tech, enterprise software, iot internetofthings, machine learning, saas, subscription",20 à 49 salariés,,"Brignais, France",,,,,
indatechs,Indatech Beyond Spectroscopy Optical Solutions for Process Development Process Control Upstream Downstream | Indatech,https://storage.googleapis.com/dealroom-images-production/2c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8wYzBkZWY4NzE5YjcyMjRhMDYwMDBjNmQ4MzFiMWYyYQ==.png,,,,,Non disponible,,B2B,,"health, manufacturing, medical devices",20 à 49 salariés,,"Asnières-sur-Seine, France",,,,,545000.0
indi ingénierie et design sas,Development Studio for Accessible Technologies,https://storage.googleapis.com/dealroom-images-production/49/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi83NmYwMDQyZTRkOGZjMzEwMjVhYjU4ODBjODM5NDM1Yw==.png,,,,,Non disponible,,B2B,,"commission, manufacturing, robotics",3 à 5 salariés,,"Aix-en-Provence, France",,,,,
indie campers,Société de location de camping-cars et vans aménagés,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/indiec_marca_vertical_rgb-01.jpg,,,,,Non disponible,,,,automobile,,https://indiecampers.fr/?utm_source=LesPepitesTech.com,"Lisbonne, Portugal",,,,,
indienov,"HIPPY is a company whose mission is to extend the independence of the elderly and people at risk. Under the INDIENOV brand, HIPPY has developed the INDIE airbag belt, a 3-in-1 medical device: it predicts falls thanks to AI and sensors embedded in the buckle, protects against femoral fractures thanks to an airbag that deploys in the event of a fall to cushion the impact on the ground, and automatically alerts caregivers or relatives. The innovation is based on the artificial intelligence developed for pre-detection of falls and on the miniaturisation of the various components that make up the belt. The belt weighs less than 450g and looks just like an everyday belt. What's more, the belt can be reused after a fall, simply by changing the gas generator and folding the airbag., Innovative airbag belt technology for seniors and post-operative patients, enhancing safety and independence while reducing fall-related injuries","https://storage.googleapis.com/dealroom-images-production/7a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMi8xMDkyYTFkNjk5NTIyZDlhNTQxNWNiY2M0NmVjODY2Mw==.png, https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/2d29af9f-567e-4251-9036-0f5de1c61eb51",,,,,Non disponible,,,€5—7m,"healthcare & wellness, artificial intelligence, 5g & connectivity, medtech, ia, sécurité, wearable, health, manufacturing",20 à 49 salariés,https://www.indienov.com/,"MARSEILLE, Marseille, France",2020-01-01,,,,1200000.0
